label,z0,z1
1.0,-0.4639441967010498,-0.4102935791015625
1.0,-0.38657981157302856,-0.38913026452064514
1.0,0.4551737904548645,0.02332177758216858
9.0,-0.8535467982292175,0.5677820444107056
9.0,-1.0457432270050049,-0.1902955174446106
1.0,-0.3554571866989136,-0.4541122615337372
9.0,-1.0531160831451416,-0.23706716299057007
1.0,-0.47189539670944214,0.23366829752922058
1.0,-0.4499325156211853,-0.44656768441200256
9.0,-0.7210239768028259,1.290461778640747
9.0,-1.0348739624023438,-0.010190516710281372
1.0,-0.39086395502090454,-0.5908527374267578
1.0,-0.514333963394165,-0.37825167179107666
1.0,-0.5816625356674194,-0.3964523673057556
9.0,-1.077817440032959,-0.20077326893806458
9.0,-0.8806756138801575,1.2501671314239502
9.0,-0.8648234605789185,-0.1586618423461914
1.0,-0.4443557858467102,-0.563460648059845
9.0,-0.7393501996994019,0.39871808886528015
1.0,-0.3945016860961914,-0.7060440182685852
1.0,-0.5926299691200256,-0.1888575255870819
9.0,-0.9605845212936401,-0.4073070287704468
1.0,-0.4099395275115967,-0.8323289155960083
9.0,-1.1394411325454712,-0.7404509782791138
9.0,-1.124617338180542,1.02047860622406
9.0,-1.051729440689087,0.7793413400650024
9.0,-1.0292694568634033,0.7168731689453125
1.0,-0.415141761302948,-0.8997548818588257
9.0,0.3878401815891266,0.2654989957809448
9.0,-0.9765660762786865,0.5139031410217285
1.0,-0.260606050491333,-0.8940417766571045
1.0,-0.2204113006591797,-0.9291192293167114
1.0,-0.32489126920700073,-0.7720785140991211
1.0,-0.4903802275657654,0.057870715856552124
9.0,-1.1753352880477905,0.24168238043785095
9.0,-1.008423924446106,-0.04619532823562622
1.0,-0.48570629954338074,-0.2745015323162079
9.0,-0.9140887260437012,0.5899257659912109
1.0,-0.3774276077747345,-0.037206411361694336
9.0,-1.34346342086792,-0.4677317440509796
9.0,-1.132592797279358,-0.4113750755786896
1.0,-0.3536277115345001,0.12450093030929565
1.0,-0.2913227081298828,-0.9333599805831909
1.0,-0.551260232925415,-0.04631596803665161
1.0,-0.43512627482414246,0.166620135307312
1.0,-0.5831058025360107,-0.2821670174598694
9.0,-1.149574637413025,-0.7812536954879761
1.0,-0.1307375431060791,-0.4592461585998535
9.0,-1.231893539428711,-0.48292726278305054
9.0,-1.0248422622680664,-0.6681607365608215
9.0,-0.6295462250709534,1.0986406803131104
9.0,-0.7409370541572571,0.6434352397918701
9.0,-0.9349170923233032,0.9723492860794067
9.0,-1.099933385848999,-0.2358243465423584
1.0,-0.32825833559036255,-0.9292285442352295
1.0,-0.28061529994010925,-0.9324750304222107
1.0,-0.3736257255077362,-0.279377281665802
1.0,-0.588101863861084,-0.13387522101402283
1.0,-0.41341060400009155,-0.8368271589279175
9.0,-1.0407567024230957,0.7860934734344482
1.0,-0.6021688580513,-0.6585069894790649
1.0,-0.2500346302986145,0.08866152167320251
9.0,-1.0513185262680054,-1.0470800399780273
1.0,-0.32161879539489746,-1.1168293952941895
9.0,-1.171818733215332,-0.023274719715118408
1.0,-0.5685318112373352,-0.07569995522499084
9.0,-0.5612086653709412,-1.6985665559768677
1.0,-0.2435954213142395,-1.402360439300537
1.0,-0.24817150831222534,-0.7029629945755005
9.0,-0.6511331796646118,-1.9807692766189575
1.0,-0.28590869903564453,-1.0710327625274658
1.0,-0.285046249628067,-1.1297101974487305
1.0,-0.4479841887950897,-0.6560145616531372
9.0,-1.1047322750091553,0.6079587936401367
9.0,-1.1555413007736206,-1.586384654045105
9.0,-0.5883442163467407,-1.580635905265808
1.0,-0.27948644757270813,-1.4611470699310303
1.0,-0.20616045594215393,-1.2876641750335693
1.0,-0.4691481590270996,-0.704474925994873
9.0,-1.0021910667419434,0.6326471567153931
1.0,0.8458704352378845,0.2429283857345581
1.0,-0.2821591794490814,-0.9658219218254089
1.0,-0.3979165554046631,-0.11844879388809204
9.0,-0.9349437952041626,0.37189769744873047
1.0,-0.5027431845664978,-0.0533452033996582
1.0,-0.41660380363464355,-0.9853466153144836
9.0,-1.0415163040161133,0.5295226573944092
9.0,-0.4982181787490845,-1.3707332611083984
1.0,-0.2589002847671509,-1.3168787956237793
9.0,-1.1416819095611572,-1.2248778343200684
1.0,-0.3246978223323822,-1.152054786682129
9.0,-0.8210186958312988,-1.5246949195861816
9.0,-0.8885352611541748,-0.08980122208595276
9.0,-0.7006258964538574,-1.622594952583313
1.0,-0.6475623846054077,-0.45765018463134766
1.0,-0.36615172028541565,-1.0799345970153809
1.0,-0.5357139706611633,0.04802617430686951
9.0,-1.045670747756958,-0.6486124396324158
9.0,-1.290356159210205,-0.21389782428741455
9.0,-0.5806484222412109,-1.8602299690246582
1.0,-0.3273128867149353,-1.1349146366119385
1.0,-0.5254563689231873,0.02647992968559265
9.0,-0.6023845076560974,-1.4336678981781006
1.0,-0.4925457835197449,-0.5759361982345581
1.0,-0.28080564737319946,-0.915517270565033
1.0,-0.5143558979034424,-0.35906171798706055
1.0,-0.5595601797103882,-0.11154848337173462
9.0,-1.3560781478881836,0.02551296353340149
1.0,-0.3582976460456848,-0.8905131816864014
1.0,-0.23997458815574646,-0.7238855957984924
9.0,1.9815361499786377,0.6238452196121216
9.0,-1.1714096069335938,-0.39896345138549805
1.0,-0.4946158826351166,-0.07534337043762207
1.0,-0.23567622900009155,-1.1153454780578613
9.0,-1.3307545185089111,-0.15414905548095703
1.0,-0.5426470637321472,0.12087580561637878
9.0,-1.4464986324310303,-0.08521568775177002
9.0,-0.9507982730865479,0.21625253558158875
1.0,-0.3235175609588623,-1.0667390823364258
9.0,-1.3342969417572021,-0.7742134928703308
9.0,-1.539617657661438,0.31093934178352356
9.0,-0.8170143365859985,1.4177608489990234
1.0,-0.23521792888641357,-0.7097926139831543
9.0,-1.4533250331878662,-0.3702876567840576
1.0,-0.1863498091697693,-0.9201401472091675
1.0,-0.5124398469924927,-0.030601024627685547
9.0,-1.2545067071914673,0.23656010627746582
1.0,-0.2180231809616089,-0.9374374151229858
9.0,0.8201756477355957,-0.20067131519317627
9.0,-1.3939796686172485,-0.1017087996006012
9.0,-1.1906030178070068,0.35005760192871094
9.0,-1.185122013092041,0.3641645312309265
1.0,-0.2611945569515228,-0.7334508299827576
9.0,-0.891525149345398,0.591935396194458
1.0,-0.21535471081733704,-1.2070550918579102
9.0,-0.8139325380325317,-0.4526287019252777
9.0,-0.9397938251495361,2.3067119121551514
9.0,-1.0863362550735474,-0.5997002720832825
1.0,-0.23156416416168213,-0.7429497241973877
1.0,-0.21598589420318604,-0.8153128623962402
1.0,-0.6098877191543579,-0.27273938059806824
9.0,-0.7313327789306641,-0.46605372428894043
1.0,-0.5116741061210632,0.3376118838787079
1.0,-0.2927790880203247,-0.9318533539772034
9.0,-1.5421936511993408,-0.44164788722991943
1.0,-0.2957451045513153,-0.9483577013015747
9.0,-0.8776029348373413,-0.0002549290657043457
9.0,0.7818979620933533,-1.6570016145706177
1.0,-0.29107701778411865,-1.1090373992919922
1.0,-0.25513601303100586,-1.0037071704864502
1.0,-0.26451507210731506,-0.31929925084114075
9.0,-1.5319246053695679,-0.2364709973335266
9.0,-1.5111101865768433,-0.23214638233184814
9.0,-0.8446953892707825,0.9267473220825195
9.0,-0.9553380012512207,1.051866054534912
1.0,-0.35391905903816223,-0.9949455261230469
1.0,-0.307762086391449,-1.1168959140777588
1.0,-0.13163864612579346,-1.0082223415374756
1.0,-0.2783748507499695,-0.981283962726593
9.0,0.14246514439582825,0.9824910163879395
1.0,-0.4947773218154907,0.14113906025886536
9.0,-1.0136029720306396,0.08171936869621277
1.0,-0.4563673734664917,0.02483615279197693
1.0,-0.33872222900390625,-1.0259644985198975
1.0,-0.6001136898994446,-0.01755625009536743
1.0,-0.23807814717292786,-1.1854429244995117
9.0,-1.4267996549606323,-0.5130299925804138
1.0,-0.4473528563976288,-0.4666651487350464
1.0,-0.42359086871147156,-0.9563215374946594
9.0,-0.8555836081504822,-0.7043055295944214
1.0,-0.5073366165161133,-0.8881932497024536
9.0,-0.6548346281051636,-1.7453937530517578
9.0,-1.2580082416534424,0.7573449611663818
1.0,-0.6096490621566772,-0.49533820152282715
1.0,-0.37978625297546387,-1.0316345691680908
1.0,-0.41751793026924133,-0.0711129903793335
9.0,-0.9476516842842102,0.3918417990207672
1.0,-0.5774980187416077,-0.2207077145576477
9.0,-1.1406769752502441,-0.9674526453018188
1.0,-0.49224287271499634,-0.7135673761367798
9.0,-0.8557729125022888,-1.4940661191940308
1.0,-0.18960443139076233,-1.2896969318389893
1.0,-0.32611730694770813,-0.6186448931694031
1.0,-0.523155927658081,-0.7618480324745178
9.0,-1.6149896383285522,0.11451053619384766
1.0,-0.42209646105766296,-0.2383762001991272
1.0,-0.3643381893634796,-1.0230649709701538
1.0,-0.4632825255393982,-0.8985284566879272
9.0,-1.4385383129119873,-0.5890408158302307
9.0,-1.117311716079712,0.3773066997528076
1.0,-0.0912320613861084,-0.9293084740638733
9.0,-1.1873592138290405,0.7054305076599121
1.0,-0.5038111805915833,-0.4495283365249634
9.0,-1.1783623695373535,0.030503511428833008
1.0,-0.17151784896850586,-1.3117308616638184
1.0,-0.3512839674949646,-1.068250298500061
1.0,-0.45289069414138794,-0.3835832178592682
9.0,-0.8565819263458252,-0.21737724542617798
9.0,-1.1801105737686157,0.3466915786266327
9.0,-1.4719085693359375,-0.25004297494888306
1.0,-0.9617314338684082,-0.4088289737701416
1.0,-0.3168056309223175,-1.126793622970581
9.0,-1.3792195320129395,-0.501393735408783
9.0,-1.320446252822876,-0.8832468390464783
9.0,-1.3057489395141602,-0.32224756479263306
9.0,-1.0907015800476074,-1.1381959915161133
1.0,-0.38172611594200134,-0.31591227650642395
9.0,-1.3967739343643188,0.09992861747741699
1.0,-0.23925191164016724,-0.6508088707923889
1.0,-0.4780276417732239,0.046295344829559326
9.0,-0.9845538139343262,1.8426322937011719
1.0,-0.23378825187683105,-0.5911689400672913
1.0,-0.5316408276557922,-0.34690359234809875
1.0,-0.234083354473114,-0.8328637480735779
9.0,-1.3033419847488403,-0.3918982148170471
1.0,-0.49743515253067017,-0.2611864507198334
9.0,-0.9253259301185608,-0.7801814079284668
1.0,-0.5932599306106567,-0.06608203053474426
1.0,-0.6179133653640747,-0.17831382155418396
1.0,-0.2428334653377533,0.11080348491668701
9.0,-1.0088189840316772,-0.3326391577720642
1.0,-0.5426977872848511,-0.1369604766368866
9.0,-1.03055739402771,0.4121098816394806
1.0,-0.07817259430885315,-0.28960931301116943
9.0,-1.4664720296859741,0.31290560960769653
9.0,-0.8341476321220398,-1.5684927701950073
1.0,-0.22784486413002014,-0.4178440272808075
9.0,0.15302059054374695,0.6434750556945801
9.0,-0.8882665634155273,-0.5835587978363037
9.0,-0.9942854642868042,0.29186493158340454
1.0,-0.07583701610565186,-0.28694576025009155
9.0,-1.410293459892273,-0.018481522798538208
9.0,-1.0758386850357056,-0.4687266945838928
1.0,-0.12377560138702393,-0.1928228735923767
9.0,-1.426010012626648,0.20073886215686798
9.0,-1.178321361541748,-0.3792833685874939
9.0,-0.9998435974121094,-0.7182390689849854
1.0,-0.33639347553253174,-0.6200296878814697
1.0,-0.14945515990257263,-0.5954437851905823
9.0,-1.25804603099823,-0.20921590924263
9.0,0.650735080242157,1.2129454612731934
1.0,-0.5331311821937561,4.3511390686035156e-05
9.0,-1.3263212442398071,-0.26328203082084656
9.0,-1.3837876319885254,0.6648842096328735
9.0,0.16879332065582275,0.7295496463775635
1.0,-0.17497891187667847,-0.559545636177063
1.0,-0.16097992658615112,-0.548597514629364
9.0,-0.39715611934661865,0.8086740374565125
1.0,-0.057698577642440796,-0.19155573844909668
9.0,-1.2603920698165894,-0.13431519269943237
1.0,-0.5390666723251343,-0.08939492702484131
9.0,-0.9845089912414551,0.22629550099372864
9.0,-1.2153375148773193,0.5135529041290283
9.0,-1.145566463470459,0.6594212055206299
1.0,-0.23492872714996338,-1.0189226865768433
9.0,-1.2712304592132568,-0.37196072936058044
9.0,-0.8395982980728149,-1.0590684413909912
1.0,-0.2610301971435547,-1.0386565923690796
9.0,-0.8749582171440125,0.3695950508117676
9.0,-0.7901886701583862,-1.0136750936508179
1.0,-0.3461286127567291,-0.6189348697662354
1.0,-0.40824949741363525,-0.07756215333938599
1.0,-0.501227855682373,0.1716572344303131
9.0,-0.5218683481216431,-1.5210731029510498
1.0,-0.4807925224304199,-0.4461638331413269
9.0,-0.893983006477356,-1.4990227222442627
9.0,-1.1277568340301514,0.9695945382118225
1.0,-0.5450891256332397,-0.8848733901977539
9.0,-0.6865518093109131,-1.4358556270599365
1.0,-0.4125513434410095,0.09177735447883606
1.0,-0.4161607623100281,-0.9125480651855469
1.0,-0.44219717383384705,-0.5710606575012207
1.0,-0.21346062421798706,-0.935888409614563
9.0,-1.0117814540863037,-0.05335882306098938
9.0,-0.9737474918365479,-1.2277731895446777
9.0,-0.564049243927002,1.9437718391418457
1.0,-0.48322075605392456,-0.9540636539459229
9.0,-0.5502579808235168,2.2333617210388184
1.0,-0.33214014768600464,-1.095065951347351
1.0,-0.4831787347793579,-0.056976377964019775
1.0,-0.03699302673339844,-1.1606230735778809
1.0,-0.5338912010192871,0.1267814338207245
1.0,-0.4950063228607178,0.047684431076049805
9.0,-0.6840213537216187,0.6680482625961304
9.0,-1.17396879196167,-0.7221360206604004
9.0,-1.0718772411346436,0.8735009431838989
9.0,-0.757962703704834,-1.5609440803527832
9.0,-1.545243263244629,0.44014841318130493
1.0,-0.3351450562477112,-0.9385625123977661
9.0,-0.7619447708129883,-0.6860705614089966
9.0,-1.2501789331436157,-1.318901538848877
1.0,-0.3483807146549225,-1.059533953666687
1.0,-0.2703821063041687,-1.202716588973999
1.0,-0.662738561630249,-0.392189085483551
9.0,-0.7188141942024231,-1.3010213375091553
9.0,-0.971784234046936,-0.23523753881454468
9.0,-0.9683250188827515,1.546450138092041
9.0,-1.4778765439987183,1.3639318943023682
9.0,-1.11228346824646,-0.19673693180084229
1.0,-0.5401629209518433,-0.7752604484558105
9.0,-0.9907912015914917,0.9361324310302734
1.0,-0.5269882678985596,-0.15369021892547607
9.0,-1.0514287948608398,-0.2871517539024353
1.0,-0.43150728940963745,-0.6942015886306763
1.0,-0.5271225571632385,-0.04717123508453369
1.0,-0.5277712941169739,-0.5542289614677429
9.0,-1.0384999513626099,-0.37206846475601196
1.0,-0.43960464000701904,-0.7424664497375488
9.0,0.5156137943267822,0.5505558848381042
1.0,-0.5428552627563477,0.3157203197479248
1.0,-0.5396146774291992,-0.6287657022476196
1.0,-0.5366540551185608,-0.6916804313659668
9.0,0.824623703956604,-0.8090189695358276
9.0,-0.9780877232551575,0.8312856554985046
9.0,-1.4375755786895752,0.23000594973564148
1.0,-0.5158894658088684,0.14029869437217712
1.0,-0.5660573840141296,-0.566682755947113
1.0,-0.5064105987548828,-0.5348016023635864
1.0,-0.5683408975601196,-0.05150285363197327
1.0,-0.5529643297195435,-0.5915120840072632
1.0,-0.5213893055915833,0.03142711520195007
1.0,-0.5637966394424438,0.011205434799194336
1.0,-0.4516073763370514,-0.629694938659668
9.0,-0.9489494562149048,0.5672368407249451
9.0,-0.9858231544494629,-0.5290487408638
9.0,-1.1846387386322021,0.8058620691299438
9.0,-1.0985724925994873,0.28262215852737427
1.0,-0.4232211709022522,-0.558927059173584
9.0,-1.0006481409072876,0.17184588313102722
9.0,1.619614839553833,-1.1872646808624268
9.0,-1.1465703248977661,0.362850159406662
9.0,-1.27949059009552,0.7727488279342651
9.0,-1.302822232246399,0.23779720067977905
9.0,-1.4600353240966797,0.48744362592697144
1.0,-0.5559475421905518,0.10495054721832275
1.0,-0.4324553608894348,-0.6448091268539429
9.0,-1.0883255004882812,0.8699321746826172
1.0,-0.4734034240245819,-0.5976052284240723
9.0,-1.2497398853302002,-0.26395177841186523
1.0,-0.33302485942840576,-0.9220829010009766
1.0,-0.5690475106239319,-0.10094848275184631
9.0,-1.141959547996521,1.2567336559295654
1.0,-0.4638444781303406,-0.10874444246292114
9.0,-0.8751909732818604,1.5038377046585083
1.0,-0.39508727192878723,-0.7482706904411316
1.0,-0.5205758213996887,0.050596415996551514
1.0,-0.25409191846847534,-0.09867459535598755
9.0,-0.6992807388305664,0.38665080070495605
9.0,-1.0125242471694946,0.8539085388183594
1.0,-0.20351630449295044,-0.39543500542640686
1.0,-0.19514983892440796,-1.1405237913131714
9.0,0.08413565158843994,0.2801711857318878
9.0,-0.8628060817718506,0.5739182829856873
1.0,-0.5595636367797852,-0.4599965214729309
9.0,-1.1274659633636475,0.6011079549789429
9.0,-1.1238704919815063,0.8926937580108643
9.0,-0.9802141189575195,-0.554462194442749
9.0,-1.1719104051589966,0.029916375875473022
9.0,-1.2017416954040527,-0.12943387031555176
1.0,-0.1647193729877472,-0.5768353939056396
1.0,-0.5250920057296753,-0.21354544162750244
9.0,-0.9881582260131836,1.2930511236190796
1.0,-0.24237892031669617,-0.9345294237136841
9.0,-1.2443147897720337,0.35595574975013733
1.0,-0.584604024887085,-0.21228808164596558
9.0,-0.917728066444397,-0.16165906190872192
9.0,-1.0141582489013672,0.04552203416824341
9.0,-1.0651252269744873,0.9004226922988892
1.0,-0.5030699968338013,-0.17147117853164673
1.0,-0.50518798828125,-0.26526153087615967
9.0,-1.1339153051376343,0.14663344621658325
9.0,-1.111994743347168,0.9341788291931152
9.0,-0.936906099319458,0.8369288444519043
9.0,-0.6780740022659302,0.8920340538024902
9.0,-0.8195219039916992,0.4174949526786804
1.0,-0.4622379541397095,-0.5159102082252502
9.0,-0.8167211413383484,1.0014692544937134
1.0,-0.2775798439979553,-0.37089642882347107
9.0,-1.0952789783477783,-0.29071030020713806
1.0,-0.4542783200740814,-0.11127147078514099
1.0,-0.6002097129821777,-0.003259420394897461
1.0,-0.3371448516845703,-0.22363820672035217
9.0,-1.368928074836731,0.09078454971313477
1.0,-0.16242435574531555,-0.5281304121017456
1.0,-0.5243655443191528,0.3382231891155243
9.0,-1.2482675313949585,0.12979340553283691
1.0,-0.28464335203170776,-0.751369059085846
1.0,-0.4336448907852173,-0.8133612871170044
9.0,-0.8097840547561646,0.8572191596031189
1.0,-0.4320419430732727,-0.5868043899536133
1.0,-0.43592631816864014,-0.5856062769889832
1.0,-0.47220486402511597,0.04285562038421631
9.0,-1.0951776504516602,-0.037143051624298096
1.0,-0.49327534437179565,-0.47158265113830566
1.0,-0.4828226566314697,-0.9402343034744263
9.0,-1.140592336654663,-0.3215335011482239
9.0,-1.158001184463501,-0.300628662109375
1.0,-0.419114887714386,-0.6480951309204102
1.0,-0.3389471173286438,-0.6867668628692627
1.0,-0.1588822901248932,-0.12572717666625977
1.0,-0.5437206029891968,-0.2795620262622833
9.0,-1.5829646587371826,0.0975969135761261
9.0,-1.1878125667572021,-0.42679768800735474
9.0,-0.8284448981285095,0.30778929591178894
1.0,-0.5095329284667969,-0.474466472864151
1.0,-0.4985590875148773,-0.2726017236709595
1.0,-0.4112672209739685,-0.5585177540779114
1.0,-0.55561763048172,-0.038695842027664185
1.0,-0.3897189497947693,-0.848459005355835
1.0,-0.5437787771224976,-0.6657023429870605
1.0,-0.5268590450286865,-0.22062599658966064
1.0,-0.5463780760765076,-0.29001274704933167
1.0,-0.6115192174911499,-0.314652681350708
9.0,-1.2316128015518188,0.4304661452770233
1.0,-0.3148614764213562,0.19743305444717407
9.0,-1.1087684631347656,0.3030584454536438
9.0,-1.1740248203277588,0.1664431095123291
9.0,-1.0318331718444824,0.3299342691898346
1.0,-0.4827016294002533,-0.11210569739341736
1.0,-0.578627347946167,-0.3428472578525543
9.0,-1.3633453845977783,-0.5579118728637695
1.0,-0.5309807062149048,-0.04635891318321228
1.0,-0.5659141540527344,0.03677421808242798
9.0,-1.4498223066329956,0.16755953431129456
9.0,-0.8179448843002319,0.9897090196609497
9.0,-0.726932168006897,1.1583720445632935
9.0,-1.2497773170471191,0.4357747435569763
1.0,-0.5611799359321594,-0.545298159122467
1.0,-0.5993327498435974,0.0118141770362854
1.0,-0.5324698090553284,-0.06788182258605957
9.0,-0.8138404488563538,1.2379939556121826
1.0,-0.5026171207427979,0.11873283982276917
1.0,-0.5082636475563049,-0.0676364004611969
9.0,-1.4132776260375977,0.2366662472486496
1.0,-0.44202232360839844,-0.06706532835960388
9.0,-1.1782102584838867,0.0006110668182373047
1.0,-0.3334336578845978,-0.9703896045684814
1.0,-0.5875993967056274,-0.052312374114990234
9.0,-1.0769630670547485,-0.9587744474411011
1.0,-0.20220381021499634,-1.2205836772918701
1.0,-0.4437268078327179,-0.48720189929008484
1.0,-0.45512986183166504,-0.035748809576034546
9.0,-0.7208709716796875,0.8133784532546997
1.0,-0.5851960182189941,0.01634126901626587
9.0,-1.2878882884979248,0.015741974115371704
9.0,-0.9047524929046631,-1.3387031555175781
1.0,-0.3402380347251892,-0.5273634195327759
1.0,-0.2481917440891266,-1.2951569557189941
9.0,-0.9453372359275818,-1.1883575916290283
1.0,-0.3543316721916199,-0.895282506942749
9.0,-0.9190497398376465,0.5323902368545532
1.0,1.5547544956207275,1.8768888711929321
1.0,-0.2708525061607361,-1.2341506481170654
1.0,-0.21861496567726135,-1.3714351654052734
1.0,-0.6822779178619385,-1.1230604648590088
1.0,-0.27106010913848877,-0.9802482724189758
1.0,-0.4484117925167084,0.19350764155387878
9.0,-0.9006775617599487,0.2622823417186737
1.0,-0.2685973048210144,-0.921305239200592
9.0,-0.8753442764282227,0.18913860619068146
1.0,-0.5153989195823669,0.11556890606880188
1.0,-0.43920832872390747,-0.3391086757183075
9.0,-1.3777891397476196,-1.1779835224151611
9.0,-1.5265084505081177,0.11515119671821594
1.0,-0.33437731862068176,-0.7546270489692688
9.0,-1.0742617845535278,-1.210037350654602
9.0,-1.0997254848480225,-1.0508266687393188
1.0,-0.39347875118255615,-0.991016149520874
1.0,-0.18899673223495483,-0.9650826454162598
9.0,-1.0864384174346924,-0.8973018527030945
1.0,-0.2955242097377777,-1.0650161504745483
9.0,-1.2105836868286133,-1.1225919723510742
9.0,-0.9748543500900269,0.019764691591262817
9.0,-1.2002264261245728,-1.3936817646026611
1.0,-0.4997645318508148,-0.6542487144470215
1.0,-0.24962830543518066,-1.2807626724243164
1.0,-0.3990374505519867,-0.6339681148529053
9.0,-0.7830744981765747,-1.7003118991851807
9.0,-0.8615138530731201,-2.217689275741577
9.0,-0.9388766288757324,0.6313531398773193
1.0,-0.4639434218406677,-0.7549224495887756
1.0,-0.5104867219924927,-0.48480695486068726
9.0,-1.6060428619384766,-0.2938585877418518
1.0,-0.39168229699134827,-0.9643303155899048
1.0,-0.5750318169593811,0.021087557077407837
9.0,-1.0472629070281982,-0.6800775527954102
1.0,-0.30567899346351624,-0.7885304689407349
9.0,-0.8579214811325073,0.03374031186103821
1.0,-0.42502421140670776,-1.0652562379837036
9.0,-0.9484153985977173,-0.8840412497520447
1.0,-0.5210123062133789,-0.011170953512191772
1.0,-0.3059883117675781,-0.6421592831611633
1.0,-0.4921726584434509,-0.6757388114929199
1.0,-0.5750348567962646,-0.0753527283668518
9.0,-1.4803895950317383,-0.24601659178733826
9.0,-0.7515594959259033,1.0184454917907715
9.0,-1.202366590499878,-0.1421147882938385
1.0,-0.40665823221206665,-0.6946759223937988
9.0,-1.063173770904541,-0.5340396761894226
1.0,-0.4869033396244049,0.10724908113479614
1.0,-0.49585506319999695,-0.9800701141357422
1.0,-0.3875124454498291,-0.8231989145278931
9.0,-1.3058791160583496,-0.5893161296844482
1.0,-0.5108523964881897,0.0883086621761322
1.0,-0.4789491891860962,-0.5651583671569824
1.0,-0.35966259241104126,-0.8667833805084229
9.0,-0.8654213547706604,1.542243480682373
9.0,-1.564140796661377,-0.13790738582611084
9.0,-1.2964352369308472,2.115724802017212
9.0,-1.016876459121704,-1.0973130464553833
1.0,-0.5474501848220825,-0.02554142475128174
9.0,-0.9542993307113647,0.3970274031162262
1.0,-0.5482820272445679,-0.07355362176895142
1.0,-0.3876670002937317,-0.9481124877929688
1.0,-0.4492066502571106,-0.9081233143806458
9.0,-0.6257051825523376,0.575888454914093
1.0,-0.38306158781051636,-0.6653600931167603
9.0,-0.673151969909668,-1.965757966041565
1.0,-0.4999077022075653,0.028636425733566284
1.0,-0.46236518025398254,0.10536497831344604
1.0,-0.5040404796600342,0.16726219654083252
1.0,-0.572253406047821,-0.22057893872261047
9.0,-1.2859526872634888,0.7955312728881836
9.0,-0.7814966440200806,0.5116856694221497
1.0,-0.40869688987731934,-0.0605430006980896
1.0,-0.5193232297897339,0.14000606536865234
9.0,-1.440850019454956,0.19514140486717224
1.0,-0.35694676637649536,-0.6665728092193604
9.0,-1.3241013288497925,0.8099647760391235
1.0,-0.5127068161964417,-0.6138567924499512
9.0,-1.381347417831421,-0.43467915058135986
1.0,-0.5000269412994385,-0.3729890286922455
9.0,-1.2964410781860352,-0.2669980823993683
9.0,-1.2906841039657593,-0.405549556016922
9.0,-1.3254512548446655,1.5444068908691406
9.0,-1.1362959146499634,1.2253494262695312
1.0,-0.23941615223884583,-0.5842496156692505
1.0,-0.28450965881347656,-1.1158921718597412
9.0,-1.4553790092468262,0.7802245616912842
9.0,-1.414212703704834,0.2974284291267395
1.0,-0.1558178961277008,-1.1129451990127563
1.0,-0.4728004038333893,0.018535912036895752
1.0,-0.058130502700805664,-0.6724029779434204
1.0,-0.10586687922477722,-0.46508917212486267
1.0,-0.1282019019126892,-1.170676350593567
